2.389269,0
2.517448,1
2.517448,5
2.598429,0
2.598429,1
2.598429,5
2.797739,3
3.025982,3
3.048378,0
3.048378,7
3.114933,1
3.297585,0
3.320654,1
3.320654,5
3.541842,0
3.541842,3
3.595629,7
3.761446,0
3.781414,1
3.781414,5
4.030622,0
4.050838,1
4.068102,5
4.310528,0
4.310528,3
4.329233,7
4.561615,0
4.561615,1
4.561615,5
4.910368,3
4.929964,0
4.966316,7
5.314268,0
5.342085,1
5.342085,5
5.575838,0
5.610529,1
5.626413,5
5.892698,0
5.892698,3
5.913734,7
6.113316,0
6.135229,1
6.135229,5
6.351336,0
6.392706,1
6.408897,5
6.641354,0
6.641354,3
6.692793,7
6.896015,0
6.896015,1
6.896015,5
7.259262,0
7.259262,3
7.278582,7
7.646479,0
7.663279,1
7.663279,5
8.01384,0
8.034128,3
8.034128,7
8.476286,1
9.278358,2
10.02835,3
10.81269,4
11.03013,5
11.2295,3
11.53061,0
12.01072,3
12.39593,0
12.76265,1
13.13276,2
13.51634,0
13.93577,3
14.11919,7
14.31891,5
14.66881,4
15.08673,2
15.46886,4
15.86912,1
16.26903,4
16.65236,5
16.988,3
17.19551,5
17.39836,6
17.79945,7
18.18427,3
18.58567,7
19.01744,2
19.39911,3
19.73668,4
20.01586,2
20.21717,1
20.52192,2
20.92156,3
21.32301,4
21.70151,5
22.08516,0
22.51889,6
22.88614,2
23.25502,3
23.49241,5
23.69258,6
24.05886,7
24.40793,0
24.80219,2
25.23449,3
25.58472,4
25.96978,6
26.33902,0
26.59096,6
26.8081,4
27.13559,2
27.50363,3
27.93592,0
28.32234,6
28.68837,7
29.08872,3
29.47148,6
29.68789,4
29.88898,5
30.27387,3
30.70804,2
31.0409,3
31.42559,4
31.85682,5
31.87713,6
32.17695,7
32.19554,2
32.47759,3
32.47759,4
32.64578,5
32.66562,3
33.37807,5
33.39829,6
33.59727,5
33.77383,5
33.79356,1
34.20788,2
34.36099,6
34.57988,4
34.92641,1
35.32553,7
35.74265,3
35.74265,5
36.14279,3
36.51031,1
36.87515,6
37.30794,2
37.62654,4
38.05679,1
38.42638,7
38.77819,5
39.21421,3
39.59694,1
40.01067,5
40.39427,1
40.92683,2
41.29275,6
41.64568,2
41.92973,4
42.30054,3
42.70005,1
43.11588,5
43.48309,3
43.91574,7
44.28194,1
44.67948,1
44.97936,5
45.42919,5
45.84505,3
46.26316,1
46.59918,3
46.99833,5
47.38227,1
47.61561,3
47.83324,5
48.06846,7
48.95057,1
49.73249,5
50.48085,3
50.91532,7
51.36438,0
52.11523,0
52.11523,5
52.1371,1
52.85431,0
52.85431,1
52.87408,7
53.62003,0
53.62003,3
53.62003,5
54.43593,0
54.43593,7
54.45576,1
55.35093,0
55.83495,3
55.83495,5
56.15251,0
56.86621,0
57.45307,3
57.45307,5
58.30475,0
59.03867,5
59.80438,3
60.23797,1
60.59075,5
61.34134,3
61.45953,0
61.47607,7
62.28843,5
62.28843,7
62.95542,0
63.37173,6
63.7724,4
65.27312,3
66.00722,1
66.52274,5
66.85728,3
67.60899,5
68.38976,5
69.24255,0
69.57599,0
69.92807,3
70.76732,2
71.50845,0
72.64254,5
73.03115,5
73.86176,6
74.66106,7
75.72671,6
75.97921,2
76.26379,2
76.98076,3
77.76098,4
78.52892,4
78.95126,5
79.31398,2
80.09326,1
80.84724,0
81.64809,2
82.06473,3
82.50061,4
82.78311,5
83.23224,5
84.01829,2
84.76566,0
85.61545,0
85.83805,0
86.04063,7
86.5168,4
87.16736,2
87.91808,4
88.66903,2
88.90405,3
89.08868,4
89.51921,5
90.23334,2
91.05501,6
91.82211,7
92.03865,4
92.25454,5
92.63956,3
93.40377,4
94.17233,6
94.52249,0
94.78918,2
94.95699,1
95.72454,2
96.52165,3
97.27484,5
98.09244,2
98.54266,0
98.87365,3
99.6571,6
100.4078,2
101.2069,3
101.6235,5
102.0415,6
102.7752,6
103.5258,1
104.3087,2
104.7418,3
105.0952,4
105.8812,2
106.6273,3
107.444,4
107.8453,0
108.2445,2
109.0113,3
109.7443,6
110.1618,2
110.3302,3
110.5668,2
111.3336,2
112.1329,0
112.8644,6
113.3145,6
113.4814,2
113.6825,3
114.4496,4
115.2345,7
115.9682,4
116.4011,5
116.5857,2
116.8206,3
117.2252,2
117.6173,1
118.1829,2
118.7378,3
119.1554,0
119.5382,4
119.7067,2
120.7358,3
121.4503,0
122.215,3
122.6062,3
123.0419,2
123.8069,3
124.5878,4
125.3535,4
126.1557,2
126.5581,5
126.9242,3
127.7085,5
128.4221,2
129.6229,2
130.0734,3
130.8404,5
131.5904,6
132.0087,7
132.425,3
132.8251,3
133.1786,2
133.9087,5
134.6268,4
135.509,6
135.9297,6
136.2917,4
137.0259,3
137.8253,7
138.6465,6
139.0799,4
139.4289,5
140.1463,6
140.9148,3
141.6622,4
142.0952,5
142.4972,1
143.2462,3
143.9456,5
144.3948,7
144.7802,5
145.5127,3
146.3298,1
147.1482,3
147.7828,4
148.002,2
148.754,3
149.3861,5
149.5389,4
150.3194,2
150.7196,4
151.1032,6
151.4861,4
151.8895,6
152.2764,3
152.6659,5
153.0681,2
153.4348,3
153.8022,4
154.1851,0
154.5869,2
154.9895,0
155.4184,0
155.7866,1
156.171,2
156.5873,3
156.9544,4
157.3393,2
157.7553,3
158.1204,5
158.487,5
159.0564,5
159.2555,6
159.6385,6
160.054,7
160.6392,4
160.84,5
161.2215,3
161.6229,6
162.1899,4
162.4073,6
162.7578,3
163.3382,0
163.9293,4
164.3268,2
164.7097,3
165.1104,4
165.4605,2
165.6937,3
165.8795,4
166.2805,2
166.6432,3
166.9775,4
167.2924,1
167.4796,2
167.8463,3
168.2154,5
168.5321,2
168.8169,3
169.03,4
169.6595,0
170.194,3
170.5775,5
170.9794,3
171.3609,4
171.785,6
172.1677,3
172.5667,4
172.9765,2
173.3615,3
173.7275,4
174.4625,4
175.1971,4
175.5797,4
175.8487,4
176.0362,4
176.7614,3
177.5989,3
178.3478,3
178.7646,2
178.9656,2
179.2011,2
179.865,1
180.2858,1
180.6826,3
181.0824,2
181.4496,4
182.9994,3
183.3882,5
183.7727,3
184.1718,4
184.5385,6
185.3505,7
186.1332,5
186.3582,4
186.7513,3
186.9366,4
187.337,0
187.7196,2
188.1029,3
188.3049,4
189.287,0
190.0682,0
190.8368,2
191.27,3
191.6024,1
192.4031,1
193.1698,1
193.9049,2
194.6052,3
195.055,4
195.5057,2
196.2887,5
197.0229,3
197.4414,7
197.8802,0
198.6481,5
199.3458,3
200.1592,1
200.6092,3
200.9773,5
201.7443,4
202.045,3
202.3474,2
202.5829,1
203.0928,1
203.3139,2
203.6831,3
204.0674,4
204.8624,5
205.6295,6
206.345,7
207.9302,6
211.6964,5
211.8965,4
212.5798,3
213.0356,2
213.4046,1
214.1519,1
214.5695,2
214.9364,3
215.3673,4
215.6879,2
216.0883,3
216.5222,5
217.6012,4
218.1011,5
218.5057,6
223.4208,4
223.9039,5
224.3222,0
228.1249,6
228.9885,4
229.408,4
229.7451,4
230.5439,0
231.3089,0
231.7084,0
232.1087,3
232.4928,4
232.8922,3
233.7139,6
234.4605,6
235.2583,6
235.6603,7
236.0446,7
236.8274,5
237.5775,5
237.9276,3
238.1802,3
238.3826,2
239.1277,2
239.4803,1
239.796,1
240,2
245,8
