4.370203,1
9.456829,1
14.47414,1
14.47414,3
17.01387,5
18.30786,7
19.55458,1
20.79859,2
22.00944,4
22.69349,6
23.29481,4
24.56415,1
25.2605,5
25.8738,3
26.50333,7
27.12708,1
27.74154,2
28.375,3
29.0074,4
29.65638,7
30.25755,6
30.90672,5
31.5564,4
32.14864,1
32.75256,3
33.40576,5
34.04054,7
34.70635,1
35.32657,2
35.95611,3
36.60434,4
37.25371,7
37.87419,6
38.50357,5
39.15595,4
39.73595,1
40.38913,3
41.01706,5
41.65756,7
42.31046,1
42.94408,3
43.53669,2
44.13968,4
44.79215,1
46.05925,5
46.52641,3
47.35659,7
48.63348,6
49.08715,4
49.85688,6
51.13748,1
51.59013,5
52.3875,3
53.66924,2
54.31811,4
54.59357,6
54.74266,6
54.89255,1
56.25063,1
57.43961,3
58.68363,3
59.94822,5
61.20687,5
62.54906,7
63.70567,7
64.98763,1
65.6735,2
65.97421,3
66.65995,4
66.92686,5
67.53473,1
68.18992,3
68.82644,5
69.42624,7
70.09333,1
70.72565,3
71.34898,5
71.98321,7
72.57081,1
73.25707,1
73.86069,3
74.45429,3
75.17027,5
75.78648,5
76.45493,7
77.06467,7
77.68558,1
78.36548,1
79.00307,3
79.58721,3
80.21976,5
80.8496,5
81.45157,7
82.06671,7
82.71764,2
83.32441,2
83.97388,4
84.60868,4
85.22469,1
85.86039,2
86.54479,3
87.13577,4
87.77183,7
88.05539,7
88.42258,5
89.03775,5
89.30979,5
89.59154,3
90.2541,3
90.56947,3
90.90285,1
91.5881,1
91.89185,1
92.17778,2
92.79489,2
93.10003,2
93.48348,3
94.09711,3
94.36858,3
94.70085,4
95.38019,4
95.68815,4
95.97366,5
96.6385,5
96.96999,5
97.23705,6
97.91589,1
98.21407,3
98.49953,5
99.14964,7
99.43522,5
99.76656,3
100.3857,1
100.6589,3
100.996,5
101.6842,7
101.9825,5
102.2973,3
102.9295,2
103.2355,4
103.5433,6
104.1837,2
104.538,4
104.8372,6
105.4687,2
105.7554,4
106.0701,6
106.3823,4
106.6805,2
107.1941,1
108.0013,1
108.0013,3
